"tahun,""bulan"",""jenis"",""kode_trayek"",""trayek"",""jumlah_penumpang"""
"2021,5,""Angkutan Umum Integrasi"",""8D"",""Joglo - Blok M"",27926.0"
"2021,5,""Angkutan Umum Integrasi"",""8C"",""Kebayoran Lama - Tanah Abang"",17630.0"
"2021,5,""Angkutan Umum Integrasi"",""7P"",""Pondok Kelapa - BKN"",22375.0"
"2021,5,""Angkutan Umum Integrasi"",""7D"",""Pancoran - TMII"",22748.0"
"2021,5,""Angkutan Umum Integrasi"",""7B"",""Kampung Rambutan - Blok M"",74042.0"
"2021,5,""Angkutan Umum Integrasi"",""7A"",""Kampung Rambutan - Lebak Bulus"",59239.0"
"2021,5,""Angkutan Umum Integrasi"",""6R"",""Ragunan - Stasin MRT Fatmawati"",1955.0"
"2021,5,""Angkutan Umum Integrasi"",""6N"",""Ragunan - Blok M via Kemang"",23488.0"
"2021,5,""Angkutan Umum Integrasi"",""6M"",""Stasiun Manggarai - Blok  M"",19834.0"
"2021,5,""Angkutan Umum Integrasi"",""6H"",""Senen - Lebak Bulus"",14432.0"
"2021,5,""Angkutan Umum Integrasi"",""6F"",""Stasiun Manggarai - Ragunan"",377.0"
"2021,5,""Angkutan Umum Integrasi"",""6C"",""Stasin Tebet - Karet via Patra Kuningan"",71930.0"
"2021,5,""Angkutan Umum Integrasi"",""5M"",""Kampung Melayu - Tanah Abang via Cikini"",72543.0"
"2021,5,""Angkutan Umum Integrasi"",""5F"",""Kampung Melayu - Tanah Abang"",16819.0"
"2021,5,""Angkutan Umum Integrasi"",""5B"",""Stasiun Tebet - Bidara Cina"",6123.0"
"2021,5,""Angkutan Umum Integrasi"",""4F"",""Pinang Ranti - Pulo Gadung"",30816.0"
"2021,5,""Angkutan Umum Integrasi"",""4B"",""Stasiun Manggarai - UI"",31316.0"
"2021,5,""Angkutan Umum Integrasi"",""3E"",""Sentraland Cengkareng - Puri Kembangan"",22119.0"
"2021,5,""Angkutan Umum Integrasi"",""1R"",""Senen - Tanah Abang"",25213.0"
"2021,5,""Angkutan Umum Integrasi"",""1Q"",""Rempoa - Blok M"",25213.0"
"2021,5,""Angkutan Umum Integrasi"",""1P"",""Senen - Bundaran Senayan"",5854.0"
"2021,5,""Angkutan Umum Integrasi"",""1N"",""Tanah Abang - Blok M"",6932.0"
"2021,5,""Angkutan Umum Integrasi"",""1M"",""Meruya - Blok M"",23297.0"
"2021,5,""Angkutan Umum Integrasi"",""1H"",""Tanah Abang - Stasiun Gondangdia"",30212.0"
"2021,5,""Angkutan Umum Integrasi"",""1F"",""Stasiun Palmerah - Bundaran Senayan"",6395.0"
"2021,5,""Angkutan Umum Integrasi"",""1E"",""Pondok  Labu - Blok M"",60908.0"
"2021,5,""Angkutan Umum Integrasi"",""1C"",""Pesanggrahan - Blok M"",16327.0"
"2021,5,""Angkutan Umum Integrasi"",""1B"",""Stasiun Palmerah - Tosari"",18874.0"
"2021,5,""Angkutan Umum Integrasi"",""1A "",""PIK - Balai Kota"",62524.0"
"2021,5,""Angkutan Umum Integrasi"",""12B"",""Pluit - Senen"",9408.0"
"2021,5,""Angkutan Umum Integrasi"",""11Q"",""Kampung Melayu - Pulo Gebang via BKT"",8906.0"
"2021,5,""Angkutan Umum Integrasi"",""11D"",""Pulo Gebang - Pulo Gadung 2 via PIK"",51102.0"
"2021,5,""Angkutan Umum Integrasi"",""10K"",""Tanjung Priok - Senen via Taman  BMW"",31667.0"
"2021,5,""Angkutan Umum Integrasi"",""GR2"",""Tanah Abang Explorer"",3945.0"
"2021,5,""Angkutan Umum Integrasi"",""GR3"",""Ragunan - Departemen Pertanian"",1386.0"
"2021,5,""Angkutan Umum Integrasi"",""GR4"",""Taman Kota Intan - Museum Bahari"",17.0"
"2021,5,""Angkutan Umum Integrasi"",""GR5"",""Kota Tua Explorer"",24.0"
"2021,6,""Mikrotrans"",""JAK.88"",""Terminal Tanjung Priok - Ancol Barat"",33636.0"
"2021,6,""Mikrotrans"",""JAK.85"",""Bintara - Cipinang Indah"",30376.0"
"2021,6,""Mikrotrans"",""JAK.84"",""Terminal Kampung Melayu - Kapin Raya"",43502.0"
"2021,6,""Mikrotrans"",""JAK.80"",""Rawa Buaya - Rawa Kompeni"",67559.0"
"2021,6,""Mikrotrans"",""JA.77"",""Tanjung Priok - Jembatan Item"",73193.0"
"2021,6,""Mikrotrans"",""JAK.75"",""Cililitan - Kp. Pulo"",49284.0"
"2021,6,""Mikrotrans"",""JAK.74"",""Terminal Rawamangun - Cipinang Muara"",43869.0"
"2021,6,""Mikrotrans"",""JAK.73"",""Jambore Cibubur - Pasar Rebo"",75138.0"
"2021,6,""Mikrotrans"",""JAK.72"",""Kampung Rambutan - Pasar Rebo via Poncol"",100305.0"
"2021,6,""Mikrotrans"",""JAK.71"",""Kampung Rambutan - Pinang Ranti"",63162.0"
"2021,6,""Mikrotrans"",""JAK.64"",""Lenteng Agung - Aseli"",48331.0"
"2021,6,""Mikrotrans"",""JAK.61"",""Cempaka Putih - Pulo Gadung via Kelapa Gading"",41219.0"
"2021,6,""Mikrotrans"",""JAK.60"",""Kelapa Gading - Rusun Kemayoran"",73595.0"
"2021,6,""Mikrotrans"",""JAK.59"",""Rawamangun - Tanah Merah"",88536.0"
"2021,6,""Mikrotrans"",""JAK.58"",""Cilingcing - Rorotan"",101903.0"
"2021,6,""Mikrotrans"",""JAK.56"",""Grogol - Srengseng"",57394.0"
"2021,6,""Mikrotrans"",""JAK.54"",""Grogol - Benhil"",40997.0"
"2021,6,""Mikrotrans"",""JAK.53"",""Grogol - Pos Pengumben via Slipi"",39339.0"
"2021,6,""Mikrotrans"",""JAK.52"",""Kalideres - Muara Angke"",65733.0"
"2021,6,""Mikrotrans"",""JAK.51"",""Taman Kota - Budi Luhur"",108644.0"
"2021,6,""Mikrotrans"",""JAK.50"",""Kalideres - Puri Kembangan"",69534.0"
"2021,6,""Mikrotrans"",""JAK.49"",""Lebak Bulus - Cipulir"",43143.0"
"2021,6,""Mikrotrans"",""JAK.47"",""Pasar Minggu - Ciganjur via KB Ragunan"",53892.0"
"2021,6,""Mikrotrans"",""JAK.46"",""Pasar Minggu - Jagakarsa"",82501.0"
"2021,6,""Mikrotrans"",""JAK.45"",""Lebak Bulus - Ragunan"",57551.0"
"2021,6,""Mikrotrans"",""JAK.44"",""Andara - Stasiun Universitas Pancasila"",68704.0"
"2021,6,""Mikrotrans"",""JAK.43"",""Tongtek - Cililitan"",92420.0"
"2021,6,""Mikrotrans"",""JAK.42"",""Kampung Melayu - Pondok Kelapa"",69476.0"
"2021,6,""Mikrotrans"",""JAK.41"",""Kampung Melayu - Ppulo Gadung"",40724.0"
"2021,6,""Mikrotrans"",""JAK.40"",""Harapan Baru - Pulo Gebang via Rawa Kuning"",47087.0"
"2021,6,""Mikrotrans"",""JAK.39"",""Kalimalang - Duren Sawit"",63562.0"
"2021,6,""Mikrotrans"",""JAK.38"",""Bulak Ringin - Kampung Rambutan"",54526.0"
"2021,6,""Mikrotrans"",""JAK.37"",""Cililitan - Condet via Kayu Manis"",56898.0"
"2021,6,""Mikrotrans"",""JAK.36"",""Cilangkap - Cililitan"",86425.0"
"2021,6,""Mikrotrans"",""JAK.35"",""Pangkalan  Jati - Rawamangun"",36012.0"
"2021,6,""Mikrotrans"",""JAK.34"",""Rawamangun - Klender"",75158.0"
"2021,6,""Mikrotrans"",""JAK.33"",""Pulo Gadung - Kota"",56710.0"
"2021,6,""Mikrotrans"",""JAK.32"",""Lebak Bulus - Petukangan"",92744.0"
"2021,6,""Mikrotrans"",""JAK.31"",""Blok M - Andara"",65838.0"
"2021,6,""Mikrotrans"",""JAK.30"",""Grogol - Meruya via Roxy"",147239.0"
"2021,6,""Mikrotrans"",""JAK.29"",""Tanjung Priok - Sukapura"",116097.0"
"2021,6,""Mikrotrans"",""JAK.28"",""Kp. Rambutan - Taman Wiladatika"",67277.0"
"2021,6,""Mikrotrans"",""JAK.27"",""Pulo Gebang - Rorotan"",49619.0"
"2021,6,""Mikrotrans"",""JAK.26"",""Rawamangun - Duren Sawit"",42770.0"
"2021,6,""Mikrotrans"",""JAK.25"",""Kp. Rambutan - Kalisari"",64095.0"
"2021,6,""Mikrotrans"",""JAK.24"",""Senen - Pulo Gadung via Kelapa Gading"",82803.0"
"2021,6,""Mikrotrans"",""JAK.22"",""Dwikora - Penas Kalimalang"",34486.0"
"2021,6,""Mikrotrans"",""JAK.21"",""Cililitan - Dwikora"",63804.0"
"2021,6,""Mikrotrans"",""JAK.20"",""Cawang UKI - Lubang Buaya"",67727.0"
"2021,6,""Mikrotrans"",""JAK,19"",""Pinang Ranti - Kampung Rambutan"",115017.0"
"2021,6,""Mikrotrans"",""JAK.18"",""Kalibata - Kuningan"",35311.0"
"2021,6,""Mikrotrans"",""JAK.17"",""Senen - Pulo Gadung "",42227.0"
"2021,6,""Mikrotrans"",""JAK.16"",""Cililitan - Condet via Kayu Manis"",76292.0"
"2021,6,""Mikrotrans"",""JAK.15"",""Bulak Turi - Tanjung Priok"",131981.0"
"2021,6,""Mikrotrans"",""JAK.14"",""Tanah Abang - Meruya"",89403.0"
"2021,6,""Mikrotrans"",""JAK.13"",""Tanah Abang - Kota Intan via Jembatan Lima"",18790.0"
"2021,6,""Mikrotrans"",""JAK.12"",""Tanah Abang - Kebayoran Lama via Pos Pengumben"",70817.0"
"2021,6,""Mikrotrans"",""JAK.117"",""Tanjung Priok - Tanah Merdeka"",86067.0"
"2021,6,""Mikrotrans"",""JAK.112"",""Terminal Tanah Merah - Pulo Gadung"",54658.0"
"2021,6,""Mikrotrans"",""JAK.11"",""Tanah Abang - Kebayoran Lama "",78127.0"
"2021,6,""Mikrotrans"",""JAK.10"",""Tanah Abang - Kota "",50663.0"
"2021,6,""Mikrotrans"",""JAK.09"",""Roxy Mas - Karet"",23423.0"
"2021,6,""Mikrotrans"",""JAK.08"",""Roxy - Benhil"",38072.0"
"2021,6,""Mikrotrans"",""JAK.07"",""Tanah Abang - Grogol via Tawakal"",57293.0"
"2021,6,""Mikrotrans"",""JAK.06"",""Kampung Rambutan - Pondok Gede"",81073.0"
"2021,6,""Mikrotrans"",""JAK.05"",""Semper - Rorotan"",77085.0"
"2021,6,""Mikrotrans"",""JAK.04"",""Grogol - Tubagus Angke"",58619.0"
"2021,6,""Mikrotrans"",""JAK.03"",""Lebak Bulus - Andara"",36032.0"
"2021,6,""Mikrotrans"",""JAK.02"",""Kampung Melayu - Duren Sawit"",49639.0"
"2021,6,""Mikrotrans"",""JAK.01"",""Ttanjung Priok - Plumpang"",62146.0"
"2021,6,""BRT"",""9"",""Pinang Ranti - Pluit"",692649.0"
"2021,6,""BRT"",""8"",""Lebak Bulus - Harmoni"",477804.0"
"2021,6,""BRT"",""7"",""Kampung Rambutan - Kampung Melayu"",405333.0"
"2021,6,""BRT"",""6"",""Ragunan - Dukuh Atas 2"",371126.0"
"2021,6,""BRT"",""5"",""Kampung Melayu - Ancol"",453222.0"
"2021,6,""BRT"",""4"",""Pulo Gadung 2 - Tosari"",276418.0"
"2021,6,""BRT"",""3"",""Kalideres - Pasar Baru"",484181.0"
"2021,6,""BRT"",""2"",""Pulo Gadung 1 - Harmoni"",351897.0"
"2021,6,""BRT"",""13"",""Ciledug - Tendean"",315765.0"
"2021,6,""BRT"",""12"",""Penjaringan - Sunter Bouleverd Barat"",148267.0"
"2021,6,""BRT"",""11"",""Pulo Gebang - Kampung Melayu"",148933.0"
"2021,6,""BRT"",""10"",""Tanjung Priok - PGC 2"",393998.0"
"2021,6,""BRT"",""1"",""Blok M - Kota"",899829.0"
"2021,6,""Angkutan Umum Integrasi"",""9H"",""Cipedak - Blok M"",13557.0"
"2021,6,""Angkutan Umum Integrasi"",""9E"",""Kebayoran Lama - Jelambar"",11879.0"
"2021,6,""Angkutan Umum Integrasi"",""9D"",""Pasar Minggu - Tanah Abang"",71780.0"
"2021,6,""Angkutan Umum Integrasi"",""8K"",""Batu Sari-Tanah Abang"",8238.0"
"2021,6,""Angkutan Umum Integrasi"",""8E"",""Bintaro - Blok M"",17795.0"
"2021,6,""Angkutan Umum Integrasi"",""8D"",""Joglo - Blok M"",26030.0"
"2021,6,""Angkutan Umum Integrasi"",""8C"",""Kebayoran Lama - Tanah Abang"",20094.0"
"2021,6,""Angkutan Umum Integrasi"",""7P"",""Pondok Kelapa - BKN"",24185.0"
"2021,6,""Angkutan Umum Integrasi"",""7D"",""Pancoran - TMII"",23775.0"
"2021,6,""Angkutan Umum Integrasi"",""7B"",""Kampung Rambutan - Blok M"",76133.0"
"2021,6,""Angkutan Umum Integrasi"",""7A"",""Kampung Rambutan - Lebak Bulus"",64778.0"
"2021,6,""Angkutan Umum Integrasi"",""6R"",""Ragunan - Stasin MRT Fatmawati"",2135.0"
"2021,6,""Angkutan Umum Integrasi"",""6N"",""Ragunan - Blok M via Kemang"",24422.0"
"2021,6,""Angkutan Umum Integrasi"",""6M"",""Stasiun Manggarai - Blok  M"",21967.0"
"2021,6,""Angkutan Umum Integrasi"",""6H"",""Senen - Lebak Bulus"",17682.0"
"2021,6,""Angkutan Umum Integrasi"",""6C"",""Stasin Tebet - Karet via Patra Kuningan"",76188.0"
"2021,6,""Angkutan Umum Integrasi"",""5M"",""Kampung Melayu - Tanah Abang via Cikini"",75577.0"
"2021,6,""Angkutan Umum Integrasi"",""5F"",""Kampung Melayu - Tanah Abang"",18759.0"
"2021,6,""Angkutan Umum Integrasi"",""5B"",""Stasiun Tebet - Bidara Cina"",6849.0"
"2021,6,""Angkutan Umum Integrasi"",""4F"",""Pinang Ranti - Pulo Gadung"",38174.0"
"2021,6,""Angkutan Umum Integrasi"",""4B"",""Stasiun Manggarai - UI"",37813.0"
"2021,6,""Angkutan Umum Integrasi"",""3E"",""Sentraland Cengkareng - Puri Kembangan"",23236.0"
"2021,6,""Angkutan Umum Integrasi"",""1R"",""Senen - Tanah Abang"",12806.0"
"2021,6,""Angkutan Umum Integrasi"",""1Q"",""Rempoa - Blok M"",26985.0"
"2021,6,""Angkutan Umum Integrasi"",""1P"",""Senen - Bundaran Senayan"",8474.0"
"2021,6,""Angkutan Umum Integrasi"",""1N"",""Tanah Abang - Blok M"",9246.0"
"2021,6,""Angkutan Umum Integrasi"",""1M"",""Meruya - Blok M"",22951.0"
"2021,6,""Angkutan Umum Integrasi"",""1H"",""Tanah Abang - Stasiun Gondangdia"",39470.0"
"2021,6,""Angkutan Umum Integrasi"",""1F"",""Stasiun Palmerah - Bundaran Senayan"",6886.0"
"2021,6,""Angkutan Umum Integrasi"",""1E"",""Pondok  Labu - Blok M"",63772.0"
"2021,6,""Angkutan Umum Integrasi"",""1C"",""Pesanggrahan - Blok M"",14938.0"
"2021,6,""Angkutan Umum Integrasi"",""1B"",""Stasiun Palmerah - Tosari"",22033.0"
"2021,6,""Angkutan Umum Integrasi"",""1A "",""PIK - Balai Kota"",66928.0"
"2021,6,""Angkutan Umum Integrasi"",""12B"",""Pluit - Senen"",10761.0"
"2021,6,""Angkutan Umum Integrasi"",""11Q"",""Kampung Melayu - Pulo Gebang via BKT"",10744.0"
"2021,6,""Angkutan Umum Integrasi"",""11D"",""Pulo Gebang - Pulo Gadung 2 via PIK"",50089.0"
"2021,6,""Angkutan Umum Integrasi"",""10K"",""Tanjung Priok - Senen via Taman  BMW"",32798.0"
"2021,6,""Angkutan Umum Integrasi"",""GR4"",""Taman Kota Intan - Museum Bahari"",1.0"
"2021,6,""Angkutan Umum Integrasi"",""GR5"",""Kota Tua Explorer"",33.0"
"2021,7,""Mikrotrans"",""JAK.88"",""Terminal Tanjung Priok - Ancol Barat"",27538.0"
"2021,7,""Mikrotrans"",""JAK.85"",""Bintara - Cipinang Indah"",25470.0"
"2021,7,""Mikrotrans"",""JAK.84"",""Terminal Kampung Melayu - Kapin Raya"",40086.0"
"2021,7,""Mikrotrans"",""JAK.80"",""Rawa Buaya - Rawa Kompeni"",60821.0"
"2021,7,""Mikrotrans"",""JA.77"",""Tanjung Priok - Jembatan Item"",60267.0"
"2021,7,""Mikrotrans"",""JAK.75"",""Cililitan - Kp. Pulo"",42919.0"
"2021,7,""Mikrotrans"",""JAK.74"",""Terminal Rawamangun - Cipinang Muara"",39415.0"
"2021,7,""Mikrotrans"",""JAK.73"",""Jambore Cibubur - Pasar Rebo"",61657.0"
"2021,7,""Mikrotrans"",""JAK.72"",""Kampung Rambutan - Pasar Rebo via Poncol"",86419.0"
"2021,7,""Mikrotrans"",""JAK.71"",""Kampung Rambutan - Pinang Ranti"",61194.0"
"2021,7,""Mikrotrans"",""JAK.64"",""Lenteng Agung - Aseli"",35142.0"
"2021,7,""Mikrotrans"",""JAK.61"",""Cempaka Putih - Pulo Gadung via Kelapa Gading"",29397.0"
"2021,7,""Mikrotrans"",""JAK.60"",""Kelapa Gading - Rusun Kemayoran"",51455.0"
"2021,7,""Mikrotrans"",""JAK.59"",""Rawamangun - Tanah Merah"",68926.0"
"2021,7,""Mikrotrans"",""JAK.58"",""Cilingcing - Rorotan"",84804.0"
"2021,7,""Mikrotrans"",""JAK.56"",""Grogol - Srengseng"",50173.0"
"2021,7,""Mikrotrans"",""JAK.54"",""Grogol - Benhil"",35059.0"
"2021,7,""Mikrotrans"",""JAK.53"",""Grogol - Pos Pengumben via Slipi"",35322.0"
"2021,7,""Mikrotrans"",""JAK.52"",""Kalideres - Muara Angke"",55626.0"
"2021,7,""Mikrotrans"",""JAK.51"",""Taman Kota - Budi Luhur"",90388.0"
"2021,7,""Mikrotrans"",""JAK.50"",""Kalideres - Puri Kembangan"",59756.0"
"2021,7,""Mikrotrans"",""JAK.49"",""Lebak Bulus - Cipulir"",35304.0"
"2021,7,""Mikrotrans"",""JAK.47"",""Pasar Minggu - Ciganjur via KB Ragunan"",42179.0"
"2021,7,""Mikrotrans"",""JAK.46"",""Pasar Minggu - Jagakarsa"",70972.0"
"2021,7,""Mikrotrans"",""JAK.45"",""Lebak Bulus - Ragunan"",42681.0"
"2021,7,""Mikrotrans"",""JAK.44"",""Andara - Stasiun Universitas Pancasila"",53677.0"
"2021,7,""Mikrotrans"",""JAK.43"",""Tongtek - Cililitan"",69302.0"
"2021,7,""Mikrotrans"",""JAK.42"",""Kampung Melayu - Pondok Kelapa"",59935.0"
"2021,7,""Mikrotrans"",""JAK.41"",""Kampung Melayu - Ppulo Gadung"",39265.0"
"2021,7,""Mikrotrans"",""JAK.40"",""Harapan Baru - Pulo Gebang via Rawa Kuning"",39761.0"
"2021,7,""Mikrotrans"",""JAK.39"",""Kalimalang - Duren Sawit"",50834.0"
"2021,7,""Mikrotrans"",""JAK.38"",""Bulak Ringin - Kampung Rambutan"",41201.0"
"2021,7,""Mikrotrans"",""JAK.37"",""Cililitan - Condet via Kayu Manis"",43598.0"
"2021,7,""Mikrotrans"",""JAK.36"",""Cilangkap - Cililitan"",59082.0"
"2021,7,""Mikrotrans"",""JAK.35"",""Pangkalan  Jati - Rawamangun"",33239.0"
"2021,7,""Mikrotrans"",""JAK.34"",""Rawamangun - Klender"",66981.0"
"2021,7,""Mikrotrans"",""JAK.33"",""Pulo Gadung - Kota"",53882.0"
"2021,7,""Mikrotrans"",""JAK.32"",""Lebak Bulus - Petukangan"",65877.0"
"2021,7,""Mikrotrans"",""JAK.31"",""Blok M - Andara"",47265.0"
"2021,7,""Mikrotrans"",""JAK.30"",""Grogol - Meruya via Roxy"",115750.0"
"2021,7,""Mikrotrans"",""JAK.29"",""Tanjung Priok - Sukapura"",102252.0"
"2021,7,""Mikrotrans"",""JAK.28"",""Kp. Rambutan - Taman Wiladatika"",60833.0"
"2021,7,""Mikrotrans"",""JAK.27"",""Pulo Gebang - Rorotan"",45238.0"
"2021,7,""Mikrotrans"",""JAK.26"",""Rawamangun - Duren Sawit"",34525.0"
"2021,7,""Mikrotrans"",""JAK.25"",""Kp. Rambutan - Kalisari"",51709.0"
"2021,7,""Mikrotrans"",""JAK.24"",""Senen - Pulo Gadung via Kelapa Gading"",67255.0"
"2021,7,""Mikrotrans"",""JAK.22"",""Dwikora - Penas Kalimalang"",22151.0"
"2021,7,""Mikrotrans"",""JAK.21"",""Cililitan - Dwikora"",50079.0"
"2021,7,""Mikrotrans"",""JAK.20"",""Cawang UKI - Lubang Buaya"",54167.0"
"2021,7,""Mikrotrans"",""JAK,19"",""Pinang Ranti - Kampung Rambutan"",89642.0"
"2021,7,""Mikrotrans"",""JAK.18"",""Kalibata - Kuningan"",27976.0"
"2021,7,""Mikrotrans"",""JAK.17"",""Senen - Pulo Gadung "",40998.0"
"2021,7,""Mikrotrans"",""JAK.16"",""Cililitan - Condet via Kayu Manis"",67962.0"
"2021,7,""Mikrotrans"",""JAK.15"",""Bulak Turi - Tanjung Priok"",107567.0"
"2021,7,""Mikrotrans"",""JAK.14"",""Tanah Abang - Meruya"",68627.0"
"2021,7,""Mikrotrans"",""JAK.13"",""Tanah Abang - Kota Intan via Jembatan Lima"",16554.0"
"2021,7,""Mikrotrans"",""JAK.12"",""Tanah Abang - Kebayoran Lama via Pos Pengumben"",62106.0"
"2021,7,""Mikrotrans"",""JAK.117"",""Tanjung Priok - Tanah Merdeka"",75944.0"
"2021,7,""Mikrotrans"",""JAK.112"",""Terminal Tanah Merah - Pulo Gadung"",47747.0"
"2021,7,""Mikrotrans"",""JAK.11"",""Tanah Abang - Kebayoran Lama "",64412.0"
"2021,7,""Mikrotrans"",""JAK. 10B"",""Gondangdia - Cikini via Kramat Jaya"",3136.0"
"2021,7,""Mikrotrans"",""JAK.10A"",""Gondangdia - Cikini via Salemba Raya"",19060.0"
"2021,7,""Mikrotrans"",""JAK.10"",""Tanah Abang - Kota "",40221.0"
"2021,7,""Mikrotrans"",""JAK.09"",""Roxy Mas - Karet"",16921.0"
"2021,7,""Mikrotrans"",""JAK.08"",""Roxy - Benhil"",24959.0"
"2021,7,""Mikrotrans"",""JAK.07"",""Tanah Abang - Grogol via Tawakal"",41852.0"
"2021,7,""Mikrotrans"",""JAK.06"",""Kampung Rambutan - Pondok Gede"",63751.0"
"2021,7,""Mikrotrans"",""JAK.05"",""Semper - Rorotan"",61720.0"
"2021,7,""Mikrotrans"",""JAK.04"",""Grogol - Tubagus Angke"",52237.0"
"2021,7,""Mikrotrans"",""JAK.03"",""Lebak Bulus - Andara"",28719.0"
"2021,7,""Mikrotrans"",""JAK.02"",""Kampung Melayu - Duren Sawit"",41284.0"
"2021,7,""Mikrotrans"",""JAK.01"",""Tanjung Priok - Plumpang"",53303.0"
"2021,7,""BRT"",""9"",""Pinang Ranti - Pluit"",326712.0"
"2021,7,""BRT"",""8"",""Lebak Bulus - Harmoni"",194713.0"
"2021,7,""BRT"",""7"",""Kampung Rambutan - Kampung Melayu"",174682.0"
"2021,7,""BRT"",""6"",""Ragunan - Dukuh Atas 2"",157941.0"
"2021,7,""BRT"",""5"",""Kampung Melayu - Ancol"",181565.0"
"2021,7,""BRT"",""4"",""Pulo Gadung 2 - Tosari"",118923.0"
"2021,7,""BRT"",""3"",""Kalideres - Pasar Baru"",205148.0"
"2021,7,""BRT"",""2"",""Pulo Gadung 1 - Harmoni"",143327.0"
"2021,7,""BRT"",""13"",""Ciledug - Tendean"",124158.0"
"2021,7,""BRT"",""12"",""Penjaringan - Sunter Bouleverd Barat"",62403.0"
"2021,7,""BRT"",""11"",""Pulo Gebang - Kampung Melayu"",62391.0"
"2021,7,""BRT"",""10"",""Tanjung Priok - PGC 2"",175900.0"
"2021,7,""BRT"",""1"",""Blok M - Kota"",344528.0"
"2021,7,""Angkutan Umum Integrasi"",""9H"",""Cipedak - Blok M"",9158.0"
"2021,7,""Angkutan Umum Integrasi"",""9E"",""Kebayoran Lama - Jelambar"",7914.0"
"2021,7,""Angkutan Umum Integrasi"",""9D"",""Pasar Minggu - Tanah Abang"",41267.0"
"2021,7,""Angkutan Umum Integrasi"",""8K"",""Batu Sari-Tanah Abang"",3406.0"
"2021,7,""Angkutan Umum Integrasi"",""8E"",""Bintaro - Blok M"",8853.0"
"2021,7,""Angkutan Umum Integrasi"",""8D"",""Joglo - Blok M"",13387.0"
"2021,7,""Angkutan Umum Integrasi"",""8C"",""Kebayoran Lama - Tanah Abang"",1186.0"
"2021,7,""Angkutan Umum Integrasi"",""7P"",""Pondok Kelapa - BKN"",10617.0"
"2021,7,""Angkutan Umum Integrasi"",""7D"",""Pancoran - TMII"",9570.0"
"2021,7,""Angkutan Umum Integrasi"",""7B"",""Kampung Rambutan - Blok M"",38429.0"
"2021,7,""Angkutan Umum Integrasi"",""7A"",""Kampung Rambutan - Lebak Bulus"",36224.0"
"2021,7,""Angkutan Umum Integrasi"",""6R"",""Ragunan - Stasin MRT Fatmawati"",1026.0"
"2021,7,""Angkutan Umum Integrasi"",""6N"",""Ragunan - Blok M via Kemang"",12623.0"
"2021,7,""Angkutan Umum Integrasi"",""6M"",""Stasiun Manggarai - Blok  M"",10908.0"
"2021,7,""Angkutan Umum Integrasi"",""6H"",""Senen - Lebak Bulus"",8552.0"
"2021,7,""Angkutan Umum Integrasi"",""6C"",""Stasin Tebet - Karet via Patra Kuningan"",42384.0"
"2021,7,""Angkutan Umum Integrasi"",""5M"",""Kampung Melayu - Tanah Abang via Cikini"",38167.0"
"2021,7,""Angkutan Umum Integrasi"",""5F"",""Kampung Melayu - Tanah Abang"",6465.0"
"2021,7,""Angkutan Umum Integrasi"",""5B"",""Stasiun Tebet - Bidara Cina"",3603.0"
"2021,7,""Angkutan Umum Integrasi"",""4F"",""Pinang Ranti - Pulo Gadung"",20815.0"
"2021,7,""Angkutan Umum Integrasi"",""4B"",""Stasiun Manggarai - UI"",15182.0"
"2021,7,""Angkutan Umum Integrasi"",""3E "",""Sentraland Cengkareng - Puri Kembangan"",12046.0"
"2021,7,""Angkutan Umum Integrasi"",""2Q"",""Gondangdia - Balai Kota"",4465.0"
"2021,7,""Angkutan Umum Integrasi"",""2P"",""Gondangdia - Senen"",2029.0"
"2021,7,""Angkutan Umum Integrasi"",""1R"",""Senen - Tanah Abang"",6022.0"
"2021,7,""Angkutan Umum Integrasi"",""1Q"",""Rempoa - Blok M"",14727.0"
"2021,7,""Angkutan Umum Integrasi"",""1P"",""Senen - Bundaran Senayan"",4484.0"
"2021,7,""Angkutan Umum Integrasi"",""1N"",""Tanah Abang - Blok M"",4405.0"
"2021,7,""Angkutan Umum Integrasi"",""1M"",""Meruya - Blok M"",12145.0"
"2021,7,""Angkutan Umum Integrasi"",""1H"",""Tanah Abang - Stasiun Gondangdia"",18340.0"
"2021,7,""Angkutan Umum Integrasi"",""1F"",""Stasiun Palmerah - Bundaran Senayan"",1802.0"
"2021,7,""Angkutan Umum Integrasi"",""1E"",""Pondok  Labu - Blok M"",36585.0"
"2021,7,""Angkutan Umum Integrasi"",""1C"",""Pesanggrahan - Blok M"",7862.0"
"2021,7,""Angkutan Umum Integrasi"",""1B"",""Stasiun Palmerah - Tosari"",10688.0"
"2021,7,""Angkutan Umum Integrasi"",""1A"",""PIK - Balai Kota"",29960.0"
"2021,7,""Angkutan Umum Integrasi"",""12B"",""Pluit - Senen"",4641.0"
"2021,7,""Angkutan Umum Integrasi"",""11Q"",""Kampung Melayu - Pulo Gebang via BKT"",6363.0"
"2021,7,""Angkutan Umum Integrasi"",""11D"",""Pulo Gebang - Pulo Gadung 2 via PIK"",33801.0"
"2021,7,""Angkutan Umum Integrasi"",""10K"",""Tanjung Priok - Senen via Taman  BMW"",23069.0"
"2021,7,""Angkutan Umum Integrasi"",""GR4"",""Taman Kota Intan - Museum Bahari"",7.0"
"2021,7,""Angkutan Umum Integrasi"",""GR5"",""Kota Tua Explorer"",11.0"
"2021,8,""Mikrotrans"",""JAK.88"",""Terminal Tanjung Priok - Ancol Barat"",20245.0"
